Code,PR_Batch,EHI_number,IN Code (from EHI_number),ENA accession,Raw data (GB),species,Reference genome,Reference genome species,Reference genome closeness,Number of previous preprocessings,alias_bam,alias_fastq,Autonumber1,Autonumber2,AB (Assembly+Binning),reads_pre_fastp,reads_post_fastp,bases_pre_fastp,bases_post_fastp,adapter_trimmed_reads,adapter_trimmed_bases,host_reads,metagenomic_bases,host_bases,reads_lost_fastp_percent,bases_lost_fastp_percent,adapter_percent,host_percent,singlem_fraction,Indexed library molarity,Adaptor/library ratio,Index (from Sequence alias),IN Code (from Sequence alias),Volume (ul) (from Sequence alias),ENA_run_accession,ENA_sample_accession,ENA_experiment_accession,ENA_project_accession,analysis_code,project,analysis_center,analysis_date,file_name_bam,file_name_fastq1,file_name_fastq2,analysis_protocol,latitude,longitude,geocache,geographic location,Initial DNA for library (from IN Code) (from EHI_number),region,sample_type,bacterial_archaeal_bases,AB (Assembly+Binning) 2,Number of assemblies,Number of MAGs,kappa,C,LR,modelR,LRstar,diversity,Submit_PR,nonpareil_estimated_coverage,number_bins,assembly_batches,status,host_bam_url,sex,order,country
PR01530,PRB0066,EHI01068,AFQ71E2L1I1,,6.68,Podarcis sp.,G0001,Podarcis muralis,Other,1,EHI01068G1,EHI01068M1,1530,01530,,44530076,43775726,6679511400,6323935255,7205304,259208394,112462,6306613746,17321509,2%,5%,4%,0%,61%,6.88,2.95,12,AFQ71E2L1I1,2.56,,,,,https://github.com/earthhologenome/EHI_bioinformatics/blob/main/0_Code/1_Preprocess_QC.snakefile,Podarcis sp.,EHI,2023-06-08,EHI01068_G.bam,EHI01068_M_1.fq.gz,EHI01068_M_2.fq.gz,https://github.com/earthhologenome/EHI_bioinformatics,40.857,-8.253,,"40.857422,-8.252977",198.0,Arouca,Faecal,3837648149.0,EHA01229,1,32,0.9321,0.9377,3153295485,0.9997,2724689430,18.3329,,115.73%,32,1,Assembly + MAGs,https://sid.erda.dk/share_redirect/BaMZodj9sA/PPR/PRB0066/EHI01068_G.bam,Female,Squamata,Portugal
PR01531,PRB0066,EHI01071,AFP91E2L1I1,,5.06,Podarcis sp.,G0001,Podarcis muralis,Other,1,EHI01071G1,EHI01071M1,1531,01531,,33739654,33165982,5060948100,4821612525,4605954,160245007,871567,4686237240,135375285,2%,5%,3%,3%,70%,7.31,2.43,16,AFP91E2L1I1,2.41,,,,,https://github.com/earthhologenome/EHI_bioinformatics/blob/main/0_Code/1_Preprocess_QC.snakefile,Podarcis sp.,EHI,2023-06-08,EHI01071_G.bam,EHI01071_M_1.fq.gz,EHI01071_M_2.fq.gz,https://github.com/earthhologenome/EHI_bioinformatics,40.857,-8.253,,"40.857422,-8.252977",152.5,Arouca,Faecal,3301280486.0,EHA01230,1,25,0.8772,0.8872,2343120369,0.9995,4370964506,18.7039,,53.606%,25,1,Assembly + MAGs,https://sid.erda.dk/share_redirect/BaMZodj9sA/PPR/PRB0066/EHI01071_G.bam,Unknown,Squamata,Portugal
PR01532,PRB0066,EHI01073,AFO76E1L1I1,,9.30,Podarcis sp.,G0001,Podarcis muralis,Other,1,EHI01073G1,EHI01073M1,1532,01532,,62007336,60574072,9301100400,8783939684,8812917,317372522,2388457,8412549333,371390351,2%,6%,3%,4%,65%,7.47,1.88,1,AFO76E1L1I1,2.36,,,,,https://github.com/earthhologenome/EHI_bioinformatics/blob/main/0_Code/1_Preprocess_QC.snakefile,Podarcis sp.,EHI,2023-06-08,EHI01073_G.bam,EHI01073_M_1.fq.gz,EHI01073_M_2.fq.gz,https://github.com/earthhologenome/EHI_bioinformatics,40.836,-8.163,,"40.835877,-8.162953",193.0,Arouca,Faecal,5452881622.0,EHA01231,1,45,0.9128,0.9200,4206283341,0.9997,5440346834,19.0176,,77.316%,45,1,Assembly + MAGs,https://sid.erda.dk/share_redirect/BaMZodj9sA/PPR/PRB0066/EHI01073_G.bam,Female,Squamata,Portugal
PR01533,PRB0067,EHI00862,AAM32E1L1I1,,4.36,Sciurus carolinensis,G0002,Sciurus carolinensis,Same,1,EHI00862G1,EHI00862M1,1533,01533,,29042024,28517752,4356303600,4137306059,4234342,149180529,26375524,0,4137306059,2%,5%,3%,100%,0%,3.07,5.59,41,AAM32E1L1I1,5.75,,,,PRJEB51867,https://github.com/earthhologenome/EHI_bioinformatics/blob/main/0_Code/1_Preprocess_QC.snakefile,Sciurus carolinensis,EHI,2023-06-08,EHI00862_G.bam,EHI00862_M_1.fq.gz,EHI00862_M_2.fq.gz,https://github.com/earthhologenome/EHI_bioinformatics,41.250,-75.890,,"41.25,-75.89",18.5,PA- Eastern,Oral swab,0.0,,0,0,0.5819,0.6096,135687652,0.9996,3982222071,17.7522,,3.407%,0,0,No metagenomic data,https://sid.erda.dk/share_redirect/BaMZodj9sA/PPR/PRB0067/EHI00862_G.bam,Male,Rodentia,United States
PR01534,PRB0067,EHI00864,AAL55E1L1I1,,5.20,Sciurus carolinensis,G0002,Sciurus carolinensis,Same,1,EHI00864G1,EHI00864M1,1534,01534,,34696706,33661884,5204505900,4804069558,7193912,274525345,26186172,1021831000,3782238558,3%,8%,5%,79%,51%,4.57,2.29,81,AAL55E1L1I1,3.86,,,,PRJEB51867,https://github.com/earthhologenome/EHI_bioinformatics/blob/main/0_Code/1_Preprocess_QC.snakefile,Sciurus carolinensis,EHI,2023-06-08,EHI00864_G.bam,EHI00864_M_1.fq.gz,EHI00864_M_2.fq.gz,https://github.com/earthhologenome/EHI_bioinformatics,41.250,-75.890,,"41.25,-75.89",11.7,PA - Eastern,Oral swab,523146985.0,EHA01232,1,0,0.4763,0.5076,510912118,0.9995,18027126702,19.8993,,2.834%,0,1,Assembly,https://sid.erda.dk/share_redirect/BaMZodj9sA/PPR/PRB0067/EHI00864_G.bam,Male,Rodentia,United States
PR01535,PRB0067,EHI00871,ABZ30E1L1I1,,2.78,Sciurus carolinensis,G0002,Sciurus carolinensis,Same,1,EHI00871G1,EHI00871M1,1535,01535,,18537392,17933956,2780608800,2544502148,4053812,162886385,1119714,2394357538,150144610,3%,8%,6%,6%,62%,6.54,2.21,121,ABZ30E1L1I1,2.70,,,,PRJEB51867,https://github.com/earthhologenome/EHI_bioinformatics/blob/main/0_Code/1_Preprocess_QC.snakefile,Sciurus carolinensis,EHI,2023-06-08,EHI00871_G.bam,EHI00871_M_1.fq.gz,EHI00871_M_2.fq.gz,https://github.com/earthhologenome/EHI_bioinformatics,51.075,-114.135,,"51.075041,-114.135496",200.0,Calgary,Faecal,1483865839.0,"EHA00817,EHA01233",2,120,0.7694,0.7869,1197179856,0.9997,7036837980,18.9509,,17.013%,120,2,Assembly + MAGs,https://sid.erda.dk/share_redirect/BaMZodj9sA/PPR/PRB0067/EHI00871_G.bam,Male,Rodentia,Canada
PR01536,PRB0067,EHI00874,AAM50E1L1I1,,5.68,Sciurus carolinensis,G0002,Sciurus carolinensis,Same,1,EHI00874G1,EHI00874M1,1536,01536,,37871872,36752818,5680780800,5281005798,6891253,256128002,30803514,805696147,4475309651,3%,7%,5%,85%,49%,7.36,1.49,83,AAM50E1L1I1,2.40,,,,PRJEB51867,https://github.com/earthhologenome/EHI_bioinformatics/blob/main/0_Code/1_Preprocess_QC.snakefile,Sciurus carolinensis,EHI,2023-06-08,EHI00874_G.bam,EHI00874_M_1.fq.gz,EHI00874_M_2.fq.gz,https://github.com/earthhologenome/EHI_bioinformatics,41.250,-75.890,,"41.25,-75.89",13.7,PA- Eastern,Oral swab,398365008.0,EHA01234,1,0,0.4384,0.4706,402848480,0.9996,15732335582,19.8425,,2.561%,0,1,Assembly,https://sid.erda.dk/share_redirect/BaMZodj9sA/PPR/PRB0067/EHI00874_G.bam,Female,Rodentia,United States
PR01537,PRB0067,EHI00875,AAN05E1L1I1,,4.35,Sciurus carolinensis,G0002,Sciurus carolinensis,Same,1,EHI00875G1,EHI00875M1,1537,01537,,29000618,28471562,4350092700,4117533022,4503982,162754104,26781784,0,4117533022,2%,5%,4%,100%,0%,7.88,1.30,42,AAN05E1L1I1,2.24,,,,PRJEB51867,https://github.com/earthhologenome/EHI_bioinformatics/blob/main/0_Code/1_Preprocess_QC.snakefile,Sciurus carolinensis,EHI,2023-06-08,EHI00875_G.bam,EHI00875_M_1.fq.gz,EHI00875_M_2.fq.gz,https://github.com/earthhologenome/EHI_bioinformatics,41.250,-75.890,,"41.25,-75.89",68.9,PA - Eastern,Oral swab,0.0,,0,0,0.6155,0.6417,102069871,0.9995,2135578353,17.2859,,4.779%,0,0,No metagenomic data,https://sid.erda.dk/share_redirect/BaMZodj9sA/PPR/PRB0067/EHI00875_G.bam,Male,Rodentia,United States
PR01538,PRB0067,EHI00879,ABG47E1L1I1,,6.36,Sciurus carolinensis,G0002,Sciurus carolinensis,Same,1,EHI00879G1,EHI00879M1,1538,01538,,42372258,41687612,6355838700,6026705574,6777150,239249210,39298724,0,6026705574,2%,5%,4%,100%,0%,8.08,1.45,52,ABG47E1L1I1,2.18,,,,PRJEB51867,https://github.com/earthhologenome/EHI_bioinformatics/blob/main/0_Code/1_Preprocess_QC.snakefile,Sciurus carolinensis,EHI,2023-06-08,EHI00879_G.bam,EHI00879_M_1.fq.gz,EHI00879_M_2.fq.gz,https://github.com/earthhologenome/EHI_bioinformatics,36.003,-78.941,,"36.002686,-78.940888",23.7,"Durham, NC",Oral swab,0.0,,0,0,0.7592,0.7774,146724320,0.9995,1071394449,16.6512,,13.695%,0,0,No metagenomic data,https://sid.erda.dk/share_redirect/BaMZodj9sA/PPR/PRB0067/EHI00879_G.bam,Male,Rodentia,United States
PR01539,PRB0067,EHI00880,ABZ41E1L1I1,,4.19,Sciurus carolinensis,G0002,Sciurus carolinensis,Same,1,EHI00880G1,EHI00880M1,1539,01539,,27962862,26001008,4194429300,3470315037,10507931,509088121,2614489,3115633559,354681478,7%,17%,12%,10%,64%,8.26,1.25,135,ABZ41E1L1I1,2.14,,,,PRJEB51867,https://github.com/earthhologenome/EHI_bioinformatics/blob/main/0_Code/1_Preprocess_QC.snakefile,Sciurus carolinensis,EHI,2023-06-08,EHI00880_G.bam,EHI00880_M_1.fq.gz,EHI00880_M_2.fq.gz,https://github.com/earthhologenome/EHI_bioinformatics,51.070,-114.138,,"51.070495,-114.138179",147.8,Calgary,Faecal,1997336400.0,"EHA00818,EHA01235",2,120,0.8109,0.8256,1557796271,0.9998,7240125135,18.7903,,21.516%,120,2,Assembly + MAGs,https://sid.erda.dk/share_redirect/BaMZodj9sA/PPR/PRB0067/EHI00880_G.bam,Male,Rodentia,Canada
PR01540,PRB0067,EHI00883,AAM45E1L1I1,,7.88,Sciurus carolinensis,G0002,Sciurus carolinensis,Same,1,EHI00883G1,EHI00883M1,1540,01540,,52554342,51190790,7883151300,7309122702,10667642,403743800,47207732,0,7309122702,3%,7%,5%,100%,0%,8.70,0.97,82,AAM45E1L1I1,2.03,,,,PRJEB51867,https://github.com/earthhologenome/EHI_bioinformatics/blob/main/0_Code/1_Preprocess_QC.snakefile,Sciurus carolinensis,EHI,2023-06-08,EHI00883_G.bam,EHI00883_M_1.fq.gz,EHI00883_M_2.fq.gz,https://github.com/earthhologenome/EHI_bioinformatics,41.250,-75.890,,"41.25,-75.89",22.4,PA-Eastern,Oral swab,0.0,,0,0,0.5203,0.5503,253300834,0.9983,10221922567,18.9826,,2.478%,0,0,No metagenomic data,https://sid.erda.dk/share_redirect/BaMZodj9sA/PPR/PRB0067/EHI00883_G.bam,Male,Rodentia,United States
PR01541,PRB0067,EHI00889,ABP46E1L1I1,,4.69,Sciurus carolinensis,G0002,Sciurus carolinensis,Same,1,EHI00889G1,EHI00889M1,1541,01541,,31250394,30743094,4687559100,4436930302,5383178,183025175,27948796,0,4436930302,2%,5%,4%,100%,0%,9.30,0.83,54,ABP46E1L1I1,1.90,,,,PRJEB51867,https://github.com/earthhologenome/EHI_bioinformatics/blob/main/0_Code/1_Preprocess_QC.snakefile,Sciurus carolinensis,EHI,2023-06-08,EHI00889_G.bam,EHI00889_M_1.fq.gz,EHI00889_M_2.fq.gz,https://github.com/earthhologenome/EHI_bioinformatics,55.175,-3.418,,"55.175343,-3.4178001",77.3,"Scotland, Dumfries & Galloway",Oral swab,0.0,,0,0,0.6515,0.6759,182714456,0.9966,15563651056,17.4396,,1.174%,0,0,No metagenomic data,https://sid.erda.dk/share_redirect/BaMZodj9sA/PPR/PRB0067/EHI00889_G.bam,Female,Rodentia,United Kingdom
PR01542,PRB0067,EHI00891,AA91E1L1I1,,5.12,Sciurus carolinensis,G0002,Sciurus carolinensis,Same,1,EHI00891G1,EHI00891M1,1542,01542,,34154826,33430634,5123223900,4839142977,5269073,180369053,29915328,0,4839142977,2%,6%,4%,100%,0%,9.34,1.11,40,AA91E1L1I1,1.89,,,,PRJEB51867,https://github.com/earthhologenome/EHI_bioinformatics/blob/main/0_Code/1_Preprocess_QC.snakefile,Sciurus carolinensis,EHI,2023-06-08,EHI00891_G.bam,EHI00891_M_1.fq.gz,EHI00891_M_2.fq.gz,https://github.com/earthhologenome/EHI_bioinformatics,53.196,-4.186,,"53.196341,-4.1856301",132.7,Wales,Oral swab,0.0,,0,0,0.8912,0.9000,231395428,0.9994,333868123,16.1523,,69.307%,0,0,No metagenomic data,https://sid.erda.dk/share_redirect/BaMZodj9sA/PPR/PRB0067/EHI00891_G.bam,Female,Rodentia,United Kingdom
PR01543,PRB0067,EHI00896,ABZ49E1L1I1,,3.09,Sciurus carolinensis,G0002,Sciurus carolinensis,Same,1,EHI00896G1,EHI00896M1,1543,01543,,20615382,19892526,3092307300,2772362963,5694055,231041050,1313483,2605169150,167193813,4%,10%,7%,6%,62%,9.80,1.48,122,ABZ49E1L1I1,1.80,,,,PRJEB51867,https://github.com/earthhologenome/EHI_bioinformatics/blob/main/0_Code/1_Preprocess_QC.snakefile,Sciurus carolinensis,EHI,2023-06-08,EHI00896_G.bam,EHI00896_M_1.fq.gz,EHI00896_M_2.fq.gz,https://github.com/earthhologenome/EHI_bioinformatics,51.070,-114.138,,"51.070495,-114.138179",200.0,Calgary,Faecal,1614494230.0,"EHA00819,EHA01236",2,118,0.7308,0.7507,1302583326,0.9998,12721481138,19.1576,,10.239%,118,2,Assembly + MAGs,https://sid.erda.dk/share_redirect/BaMZodj9sA/PPR/PRB0067/EHI00896_G.bam,Male,Rodentia,Canada
PR01544,PRB0067,EHI00907,ABF92E1L1I1,,5.13,Sciurus carolinensis,G0002,Sciurus carolinensis,Same,1,EHI00907G1,EHI00907M1,1544,01544,,34172148,33483532,5125822200,4836566168,5443122,196816093,32291560,0,4836566168,2%,6%,4%,100%,0%,10.61,0.80,33,ABF92E1L1I1,1.66,,,,PRJEB51867,https://github.com/earthhologenome/EHI_bioinformatics/blob/main/0_Code/1_Preprocess_QC.snakefile,Sciurus carolinensis,EHI,2023-06-08,EHI00907_G.bam,EHI00907_M_1.fq.gz,EHI00907_M_2.fq.gz,https://github.com/earthhologenome/EHI_bioinformatics,36.003,-78.941,,"36.002686,-78.940888",55.2,"Durham, NC",Oral swab,0.0,,0,0,0.0000,0.0000,0,0.0000,0,0.0000,,#ERROR!,0,0,No metagenomic data,https://sid.erda.dk/share_redirect/BaMZodj9sA/PPR/PRB0067/EHI00907_G.bam,Female,Rodentia,United States
PR01545,PRB0067,EHI00920,ABG29E1L1I1,,5.40,Sciurus carolinensis,G0002,Sciurus carolinensis,Same,1,EHI00920G1,EHI00920M1,1545,01545,,36007506,35354200,5401125900,5106070747,5858893,207943004,33313082,0,5106070747,2%,5%,4%,100%,0%,13.07,0.82,51,ABG29E1L1I1,1.35,,,,PRJEB51867,https://github.com/earthhologenome/EHI_bioinformatics/blob/main/0_Code/1_Preprocess_QC.snakefile,Sciurus carolinensis,EHI,2023-06-08,EHI00920_G.bam,EHI00920_M_1.fq.gz,EHI00920_M_2.fq.gz,https://github.com/earthhologenome/EHI_bioinformatics,36.003,-78.941,,"36.002686,-78.940888",46.1,"Durham, NC",Oral swab,0.0,,0,0,0.7105,0.7317,125850803,0.9994,1155306851,16.9997,,10.893%,0,0,No metagenomic data,https://sid.erda.dk/share_redirect/BaMZodj9sA/PPR/PRB0067/EHI00920_G.bam,Male,Rodentia,United States
PR01546,PRB0067,EHI00933,AA87E1L1I1,,4.48,Sciurus carolinensis,G0002,Sciurus carolinensis,Same,1,EHI00933G1,EHI00933M1,1546,01546,,29859554,29229912,4478933100,4231850745,4466521,160448068,28100766,0,4231850745,2%,6%,4%,100%,0%,16.74,0.59,28,AA87E1L1I1,1.05,,,,PRJEB51867,https://github.com/earthhologenome/EHI_bioinformatics/blob/main/0_Code/1_Preprocess_QC.snakefile,Sciurus carolinensis,EHI,2023-06-08,EHI00933_G.bam,EHI00933_M_1.fq.gz,EHI00933_M_2.fq.gz,https://github.com/earthhologenome/EHI_bioinformatics,53.196,-4.186,,"53.196341,-4.1856301",200.0,Wales,Oral swab,0.0,,0,0,0.0000,0.0000,0,0.0000,0,0.0000,,#ERROR!,0,0,No metagenomic data,https://sid.erda.dk/share_redirect/BaMZodj9sA/PPR/PRB0067/EHI00933_G.bam,Male,Rodentia,United Kingdom
PR01547,PRB0067,EHI00939,ABZ27E1L1I1,,3.91,Sciurus carolinensis,G0002,Sciurus carolinensis,Same,1,EHI00939G1,EHI00939M1,1547,01547,,26081828,25204878,3912274200,3529132273,7036791,283325151,8116430,2363982788,1165149485,3%,10%,7%,33%,62%,17.97,0.61,114,ABZ27E1L1I1,3.93,,,,PRJEB51867,https://github.com/earthhologenome/EHI_bioinformatics/blob/main/0_Code/1_Preprocess_QC.snakefile,Sciurus carolinensis,EHI,2023-06-08,EHI00939_G.bam,EHI00939_M_1.fq.gz,EHI00939_M_2.fq.gz,https://github.com/earthhologenome/EHI_bioinformatics,51.075,-114.135,,"51.075041,-114.135496",200.0,Calgary,Faecal,1455005292.0,"EHA00820,EHA01237",2,115,0.7521,0.7707,1181992508,0.9999,9292069574,19.0121,,12.72%,115,2,Assembly + MAGs,https://sid.erda.dk/share_redirect/BaMZodj9sA/PPR/PRB0067/EHI00939_G.bam,Male,Rodentia,Canada
PR01548,PRB0067,EHI00941,ABO35E1L1I1,,4.89,Sciurus carolinensis,G0002,Sciurus carolinensis,Same,1,EHI00941G1,EHI00941M1,1548,01548,,32632762,31827020,4894914300,4574982942,5728487,208916151,26233848,762701367,3812281575,2%,7%,4%,83%,21%,18.36,0.55,35,ABO35E1L1I1,3.84,,,,PRJEB51867,https://github.com/earthhologenome/EHI_bioinformatics/blob/main/0_Code/1_Preprocess_QC.snakefile,Sciurus carolinensis,EHI,2023-06-08,EHI00941_G.bam,EHI00941_M_1.fq.gz,EHI00941_M_2.fq.gz,https://github.com/earthhologenome/EHI_bioinformatics,55.006,-3.362,,"55.00613,-3.3617877",200.0,"Scotland, Dumfries & Galloway",Oral swab,157389986.0,EHA01238,1,0,0.6682,0.6918,381351057,0.9999,15417361352,17.9942,,2.474%,0,1,Assembly,https://sid.erda.dk/share_redirect/BaMZodj9sA/PPR/PRB0067/EHI00941_G.bam,Male,Rodentia,United Kingdom
PR01549,PRB0067,EHI00942,ABO44E1L1I1,,5.38,Sciurus carolinensis,G0002,Sciurus carolinensis,Same,1,EHI00942G1,EHI00942M1,1549,01549,,35860916,34939912,5379137400,5041565442,5803069,207315267,33427898,0,5041565442,3%,6%,4%,100%,0%,18.74,0.55,53,ABO44E1L1I1,3.77,,,,PRJEB51867,https://github.com/earthhologenome/EHI_bioinformatics/blob/main/0_Code/1_Preprocess_QC.snakefile,Sciurus carolinensis,EHI,2023-06-08,EHI00942_G.bam,EHI00942_M_1.fq.gz,EHI00942_M_2.fq.gz,https://github.com/earthhologenome/EHI_bioinformatics,55.006,-3.362,,"55.00613,-3.3617877",155.5,"Scotland, Dumfries & Galloway",Oral swab,0.0,,0,0,0.7298,0.7498,84875768,0.9994,649948002,16.6697,,13.059%,0,0,No metagenomic data,https://sid.erda.dk/share_redirect/BaMZodj9sA/PPR/PRB0067/EHI00942_G.bam,Male,Rodentia,United Kingdom
PR01550,PRB0067,EHI00951,AA84E1L1I1,,7.68,Sciurus carolinensis,G0002,Sciurus carolinensis,Same,1,EHI00951G1,EHI00951M1,1550,01550,,51190070,49989734,7678510500,7190855147,9251788,334045259,30831578,2715032540,4475822607,2%,6%,4%,62%,2%,20.61,0.36,90,AA84E1L1I1,3.42,,,,PRJEB51867,https://github.com/earthhologenome/EHI_bioinformatics/blob/main/0_Code/1_Preprocess_QC.snakefile,Sciurus carolinensis,EHI,2023-06-08,EHI00951_G.bam,EHI00951_M_1.fq.gz,EHI00951_M_2.fq.gz,https://github.com/earthhologenome/EHI_bioinformatics,53.196,-4.186,,"53.196341,-4.1856301",7.2,Wales,Oral swab,53063380.0,EHA01239,1,0,0.8090,0.8238,1357512929,0.9994,29436430251,17.6273,,4.612%,0,1,Assembly,https://sid.erda.dk/share_redirect/BaMZodj9sA/PPR/PRB0067/EHI00951_G.bam,Male,Rodentia,United Kingdom
PR01551,PRB0067,EHI00959,AAM01E1L1I1,,7.26,Sciurus carolinensis,G0002,Sciurus carolinensis,Same,1,EHI00959G1,EHI00959M1,1551,01551,,48426510,47224502,7263976500,6802971080,8135773,295127157,43103924,0,6802971080,2%,6%,4%,100%,0%,21.92,0.51,65,AAM01E1L1I1,3.22,,,,PRJEB51867,https://github.com/earthhologenome/EHI_bioinformatics/blob/main/0_Code/1_Preprocess_QC.snakefile,Sciurus carolinensis,EHI,2023-06-08,EHI00959_G.bam,EHI00959_M_1.fq.gz,EHI00959_M_2.fq.gz,https://github.com/earthhologenome/EHI_bioinformatics,41.250,-75.890,,"41.25,-75.89",33.6,PA - Eastern,Oral swab,0.0,,0,0,0.4663,0.4978,262748467,0.9994,8485615781,19.2855,,3.096%,0,0,No metagenomic data,https://sid.erda.dk/share_redirect/BaMZodj9sA/PPR/PRB0067/EHI00959_G.bam,Female,Rodentia,United States
PR01552,PRB0067,EHI00960,ABZ28E1L1I1,,4.28,Sciurus carolinensis,G0002,Sciurus carolinensis,Same,1,EHI00960G1,EHI00960M1,1552,01552,,28513414,27287342,4277012100,3878908619,6049518,228763794,26790250,0,3878908619,4%,9%,5%,100%,0%,22.36,0.48,23,ABZ28E1L1I1,3.16,,,,PRJEB51867,https://github.com/earthhologenome/EHI_bioinformatics/blob/main/0_Code/1_Preprocess_QC.snakefile,Sciurus carolinensis,EHI,2023-06-08,EHI00960_G.bam,EHI00960_M_1.fq.gz,EHI00960_M_2.fq.gz,https://github.com/earthhologenome/EHI_bioinformatics,51.075,-114.135,,"51.075041,-114.135496",200.0,Calgary,Tissue,0.0,,0,0,0.0000,0.0000,0,0.0000,0,0.0000,,#ERROR!,0,0,No metagenomic data,https://sid.erda.dk/share_redirect/BaMZodj9sA/PPR/PRB0067/EHI00960_G.bam,Male,Rodentia,Canada
PR01553,PRB0067,EHI00964,AA16E1L1I1,,6.77,Sciurus carolinensis,G0002,Sciurus carolinensis,Same,1,EHI00964G1,EHI00964M1,1553,01553,,45155898,44376306,6773384700,6387714854,7712513,283638605,43187416,0,6387714854,2%,6%,4%,100%,0%,22.87,0.56,27,AA16E1L1I1,3.09,,,,PRJEB51867,https://github.com/earthhologenome/EHI_bioinformatics/blob/main/0_Code/1_Preprocess_QC.snakefile,Sciurus carolinensis,EHI,2023-06-08,EHI00964_G.bam,EHI00964_M_1.fq.gz,EHI00964_M_2.fq.gz,https://github.com/earthhologenome/EHI_bioinformatics,53.196,-4.186,,"53.196341,-4.1856301",189.6,Wales,Oral swab,0.0,,0,0,0.0000,0.0000,0,0.0000,0,0.0000,,#ERROR!,0,0,No metagenomic data,https://sid.erda.dk/share_redirect/BaMZodj9sA/PPR/PRB0067/EHI00964_G.bam,Male,Rodentia,United Kingdom
PR01554,PRB0068,EHI00966,AA90E1L1I1,,6.24,Sciurus carolinensis,G0002,Sciurus carolinensis,Same,1,EHI00966G1,EHI00966M1,1554,01554,,41630168,40786560,6244525200,5862921462,7302436,268274512,39622096,0,5862921462,2%,6%,4%,100%,0%,23.08,0.53,29,AA90E1L1I1,3.06,,,,PRJEB51867,https://github.com/earthhologenome/EHI_bioinformatics/blob/main/0_Code/1_Preprocess_QC.snakefile,Sciurus carolinensis,EHI,2023-06-08,EHI00966_G.bam,EHI00966_M_1.fq.gz,EHI00966_M_2.fq.gz,https://github.com/earthhologenome/EHI_bioinformatics,53.196,-4.186,,"53.196341,-4.1856301",151.7,Wales,Oral swab,0.0,,0,0,0.0000,0.0000,0,0.0000,0,0.0000,,#ERROR!,0,0,No metagenomic data,https://sid.erda.dk/share_redirect/BaMZodj9sA/PPR/PRB0068/EHI00966_G.bam,Male,Rodentia,United Kingdom
PR01555,PRB0068,EHI00974,ABZ42E1L1I1,,4.63,Sciurus carolinensis,G0002,Sciurus carolinensis,Same,1,EHI00974G1,EHI00974M1,1555,01555,,30869822,29830500,4630473300,4273464675,5676534,217204550,29320744,0,4273464675,3%,8%,5%,100%,0%,26.10,0.53,39,ABZ42E1L1I1,2.70,,,,PRJEB51867,https://github.com/earthhologenome/EHI_bioinformatics/blob/main/0_Code/1_Preprocess_QC.snakefile,Sciurus carolinensis,EHI,2023-06-08,EHI00974_G.bam,EHI00974_M_1.fq.gz,EHI00974_M_2.fq.gz,https://github.com/earthhologenome/EHI_bioinformatics,51.070,-114.138,,"51.070495,-114.138179",200.0,Calgary,Tissue,0.0,,0,0,0.0000,0.0000,0,0.0000,0,0.0000,,#ERROR!,0,0,No metagenomic data,https://sid.erda.dk/share_redirect/BaMZodj9sA/PPR/PRB0068/EHI00974_G.bam,Male,Rodentia,Canada
PR01556,PRB0068,EHI00975,ABG66E1L1I1,,4.90,Sciurus carolinensis,G0002,Sciurus carolinensis,Same,1,EHI00975G1,EHI00975M1,1556,01556,,32641600,32101792,4896240000,4621516303,5581158,203181940,30796956,0,4621516303,2%,6%,4%,100%,0%,26.86,0.39,34,ABG66E1L1I1,2.63,,,,PRJEB51867,https://github.com/earthhologenome/EHI_bioinformatics/blob/main/0_Code/1_Preprocess_QC.snakefile,Sciurus carolinensis,EHI,2023-06-08,EHI00975_G.bam,EHI00975_M_1.fq.gz,EHI00975_M_2.fq.gz,https://github.com/earthhologenome/EHI_bioinformatics,36.003,-78.941,,"36.002686,-78.940888",200.0,"Durham, NC",Oral swab,0.0,,0,0,0.4736,0.5050,72965788,0.9992,4440585697,17.9253,,1.643%,0,0,No metagenomic data,https://sid.erda.dk/share_redirect/BaMZodj9sA/PPR/PRB0068/EHI00975_G.bam,Female,Rodentia,United States
PR01557,PRB0068,EHI00976,ABG01E1L1I1,,6.66,Sciurus carolinensis,G0002,Sciurus carolinensis,Same,1,EHI00976G1,EHI00976M1,1557,01557,,44416838,43612230,6662525700,6313693683,6817366,245313201,39980670,0,6313693683,2%,5%,4%,100%,0%,27.43,0.33,69,ABG01E1L1I1,2.57,,,,PRJEB51867,https://github.com/earthhologenome/EHI_bioinformatics/blob/main/0_Code/1_Preprocess_QC.snakefile,Sciurus carolinensis,EHI,2023-06-08,EHI00976_G.bam,EHI00976_M_1.fq.gz,EHI00976_M_2.fq.gz,https://github.com/earthhologenome/EHI_bioinformatics,36.003,-78.941,,"36.002686,-78.940888",9.7,"Durham, NC",Oral swab,0.0,,0,0,0.6086,0.6351,235335071,0.9998,5408522132,18.3156,,4.351%,0,0,No metagenomic data,https://sid.erda.dk/share_redirect/BaMZodj9sA/PPR/PRB0068/EHI00976_G.bam,Female,Rodentia,United States
